TicketID,CustomerID,Market,Region,OpenDate,CloseDate,IssueType,Resolution,Resolved,CSAT
TKT-H2KHZW31,CUST-038058,APAC,India,11-08-2023,13-08-2023,Billing,Resolved,Yes,5
TKT-HPLK78UE,CUST-023913,APAC,Singapore,29-08-2024,,Network,Plan Adjusted,No,3
TKT-6X21O7WE,CUST-004855,NA,Canada-East,04-01-2025,04-01-2025,Plan Change,Resolved,Yes,5
TKT-0NV4TZYC,CUST-015956,LATAM,Argentina,16-03-2025,27-03-2025,Network,Resolved,Yes,4
TKT-49X3C0LR,CUST-006525,APAC,South Korea,18-12-2024,11-01-2025,Value Added Services,Resolved,Yes,4
TKT-43CAS4S8,CUST-039876,MEA,Saudi Arabia,12-02-2023,04-03-2023,Network,No Issue Found,Yes,5
TKT-B7OE5QEU,CUST-006262,LATAM,Chile,24-02-2023,25-03-2023,Device,Resolved,Yes,4
TKT-LNMHTYIO,CUST-026108,APAC,South Korea,02-12-2023,30-12-2023,Device,Refund Issued,Yes,4
TKT-OF96ZH23,CUST-009131,APAC,India,06-11-2024,26-11-2024,Roaming,Resolved,Yes,4
TKT-29W2QAB6,CUST-024529,APAC,Australia,05-03-2023,13-03-2023,Network,Resolved,Yes,4
TKT-R8WQBTPJ,CUST-013805,LATAM,Chile,23-07-2023,24-07-2023,Roaming,Resolved,Yes,5
TKT-C9KAOVVJ,CUST-009900,APAC,Singapore,29-07-2023,23-08-2023,Network,Resolved,Yes,5
TKT-76THV9HK,CUST-029427,APAC,South Korea,03-05-2025,,Billing,Resolved,No,5
TKT-66SGO22D,CUST-014840,EU,Spain,27-02-2024,,Network,Refund Issued,No,3
TKT-TU0OWL56,CUST-009368,LATAM,Brazil,08-01-2025,21-01-2025,Device,Resolved,Yes,1
TKT-B0TSWYYU,CUST-034518,EU,Italy,18-06-2022,,Device,Technician Visit,No,4
TKT-XS514AYV,CUST-013223,LATAM,Brazil,15-10-2024,26-10-2024,Billing,Resolved,Yes,3
TKT-TKUM0VNE,CUST-022145,MEA,South Africa,21-04-2025,28-04-2025,Network,Resolved,Yes,3
TKT-DD2CCJD8,CUST-004317,NA,Canada-West,18-07-2024,16-08-2024,Network,Resolved,Yes,5
TKT-ISP9JA3K,CUST-011884,APAC,South Korea,19-05-2022,23-05-2022,Network,Plan Adjusted,Yes,4
TKT-O9KNG9AD,CUST-007918,APAC,India,10-02-2022,26-02-2022,Billing,Resolved,Yes,4
TKT-L16U395S,CUST-036884,NA,Canada-East,03-08-2022,,Billing,Resolved,No,5
TKT-WEPEUXLY,CUST-031849,APAC,Australia,09-04-2022,02-05-2022,Device,Escalated,Yes,3
TKT-24MSUAF4,CUST-015624,NA,USA-West,01-01-2023,19-01-2023,Roaming,Resolved,Yes,4
TKT-XW59VUDL,CUST-008089,APAC,Singapore,15-04-2025,01-05-2025,Plan Change,Plan Adjusted,Yes,3
TKT-OYRT8SUW,CUST-038474,NA,Canada-West,17-05-2023,,Device,Refund Issued,No,5
TKT-5IU4QLP1,CUST-035500,NA,USA-West,03-05-2022,19-05-2022,Network,Technician Visit,Yes,4
TKT-7BFCAPS9,CUST-012575,NA,USA-East,23-07-2023,29-07-2023,Roaming,Resolved,Yes,4
TKT-7HUIS3Q7,CUST-004310,LATAM,Mexico,08-04-2024,03-05-2024,Device,Resolved,Yes,3
TKT-2561IAP0,CUST-032674,APAC,South Korea,02-12-2023,,Billing,Resolved,No,4
TKT-C2V59AQV,CUST-038735,EU,UK,26-11-2022,06-12-2022,Network,Resolved,Yes,3
TKT-7299J7N0,CUST-030436,LATAM,Colombia,14-10-2023,06-11-2023,Network,Resolved,Yes,2
TKT-OSTAES7J,CUST-029485,APAC,Japan,18-10-2022,,Value Added Services,Escalated,No,5
TKT-8J4SCHXJ,CUST-018830,NA,USA-West,19-04-2022,23-04-2022,Billing,Technician Visit,Yes,3
TKT-CZ48U2TT,CUST-033864,LATAM,Brazil,09-12-2022,24-12-2022,Network,No Issue Found,Yes,2
TKT-G609DK1E,CUST-018650,NA,Canada-West,29-04-2023,05-05-2023,Billing,Technician Visit,Yes,3
TKT-2HSSORL5,CUST-020241,APAC,India,01-07-2024,11-07-2024,Plan Change,Resolved,Yes,5
TKT-NEDK57BE,CUST-006405,APAC,Japan,10-01-2022,,Value Added Services,Resolved,No,5
TKT-OY5Z05Q2,CUST-031982,EU,Germany,13-05-2024,,Billing,Resolved,No,2
TKT-S98VEPF9,CUST-013922,APAC,India,13-01-2024,04-02-2024,Billing,Escalated,Yes,4
TKT-6I825HYO,CUST-026054,APAC,India,21-07-2024,02-08-2024,Network,Resolved,Yes,4
TKT-7I0MH3DX,CUST-033188,NA,Canada-West,10-10-2024,17-10-2024,Network,Resolved,Yes,2
TKT-I9BJ5SYD,CUST-015874,NA,Canada-West,15-11-2022,23-11-2022,Billing,No Issue Found,Yes,3
TKT-FT9N00L8,CUST-014308,APAC,Japan,03-04-2022,08-04-2022,International,Technician Visit,Yes,4
TKT-Y2KK6EXK,CUST-005718,EU,Italy,21-10-2024,21-10-2024,Roaming,Plan Adjusted,Yes,3
TKT-26MBJ9OS,CUST-006077,EU,Germany,01-02-2023,,Device,Escalated,No,4
TKT-R4LNIZZE,CUST-025128,EU,Germany,30-04-2024,24-05-2024,Billing,Resolved,Yes,3
TKT-3FW29SOS,CUST-020165,EU,France,30-01-2024,08-02-2024,International,Resolved,Yes,2
TKT-AICWNS9Z,CUST-024346,EU,Spain,03-07-2025,05-07-2025,Device,Resolved,Yes,4
TKT-T8RHRT27,CUST-034107,MEA,Egypt,01-09-2023,24-09-2023,Billing,Escalated,Yes,5
TKT-VGP98E2O,CUST-024662,MEA,Saudi Arabia,11-03-2023,24-03-2023,Plan Change,Refund Issued,Yes,4
TKT-F15GNT7S,CUST-004826,APAC,South Korea,05-09-2024,22-09-2024,International,Resolved,Yes,4
TKT-Z7TEUVNP,CUST-032822,APAC,Singapore,05-01-2024,31-01-2024,Plan Change,Resolved,Yes,4
TKT-OPP3DD0B,CUST-034296,LATAM,Mexico,15-06-2024,,Plan Change,Technician Visit,No,4
TKT-0UVAK606,CUST-030644,NA,Canada-East,10-05-2023,13-05-2023,Billing,Refund Issued,Yes,5
TKT-W08DXOER,CUST-039331,NA,USA-East,11-12-2024,24-12-2024,Plan Change,Technician Visit,Yes,5
TKT-NH513DJS,CUST-004320,EU,Spain,12-09-2023,18-09-2023,Roaming,Technician Visit,Yes,5
TKT-LXFJMAFP,CUST-018914,NA,USA-East,19-05-2025,05-06-2025,International,Plan Adjusted,Yes,5
TKT-9RL17IUQ,CUST-031655,NA,Canada-East,25-12-2023,04-01-2024,Network,Resolved,Yes,2
TKT-NCR6DIE1,CUST-005773,APAC,Singapore,09-07-2023,05-08-2023,Network,Refund Issued,Yes,2
TKT-1HOPQEDI,CUST-010518,NA,USA-West,14-01-2024,09-02-2024,Billing,No Issue Found,Yes,1
TKT-GFRQKIAO,CUST-029082,NA,Canada-West,28-12-2024,14-01-2025,Network,Resolved,Yes,5
TKT-BBAWHO6U,CUST-003874,LATAM,Brazil,13-04-2022,13-04-2022,Roaming,Resolved,Yes,4
TKT-LK4IFKCF,CUST-011467,APAC,Singapore,07-10-2022,12-10-2022,Network,Resolved,Yes,5
TKT-TQGNIL7Z,CUST-026195,APAC,Australia,26-01-2024,,Plan Change,Resolved,No,1
TKT-YH53BEHB,CUST-009210,NA,USA-West,15-06-2024,25-06-2024,Roaming,Plan Adjusted,Yes,4
TKT-BQEN6HVS,CUST-011720,EU,Spain,10-01-2023,27-01-2023,Billing,Resolved,Yes,1
TKT-UH63W5NT,CUST-004273,APAC,India,13-06-2024,25-06-2024,Billing,Technician Visit,Yes,5
TKT-6CP4QGNR,CUST-007014,APAC,Japan,08-10-2023,,Network,Technician Visit,No,3
TKT-1KJMRYZ8,CUST-002374,EU,UK,23-04-2024,01-05-2024,Other,Escalated,Yes,2
TKT-OS8QHDHW,CUST-007032,APAC,India,17-07-2024,09-08-2024,Network,Resolved,Yes,4
TKT-KPR8RCQM,CUST-013703,NA,Canada-West,04-08-2023,18-08-2023,Billing,Refund Issued,Yes,5
TKT-JO4XUJ43,CUST-023755,APAC,Japan,27-04-2025,10-05-2025,Billing,Resolved,Yes,1
TKT-HW4T7MSG,CUST-015004,APAC,Japan,17-01-2025,12-02-2025,Other,Refund Issued,Yes,4
TKT-RX4N404R,CUST-031988,LATAM,Chile,04-05-2025,,Plan Change,Technician Visit,No,2
TKT-EXHG7Y56,CUST-026012,LATAM,Argentina,23-12-2024,16-01-2025,Billing,Technician Visit,Yes,3
TKT-METRKG84,CUST-024465,EU,Italy,25-09-2022,16-10-2022,Plan Change,Technician Visit,Yes,2
TKT-W33VEAK1,CUST-027178,APAC,India,20-05-2022,31-05-2022,International,Resolved,Yes,1
TKT-7G0H15ZF,CUST-024556,APAC,Singapore,03-11-2022,24-11-2022,International,Escalated,Yes,4
TKT-Z0DLK891,CUST-036837,MEA,UAE,28-09-2023,11-10-2023,International,No Issue Found,Yes,5
TKT-E3LQIO7Z,CUST-005507,EU,France,18-11-2022,05-12-2022,Billing,Resolved,Yes,4
TKT-SW9ISYOX,CUST-019190,NA,Canada-East,19-07-2023,07-08-2023,Device,Resolved,Yes,5
TKT-S12B35YV,CUST-030846,APAC,India,21-03-2024,09-04-2024,Device,Technician Visit,Yes,4
TKT-N2CLNJ8M,CUST-008980,EU,Italy,01-04-2025,14-04-2025,Billing,Escalated,Yes,1
TKT-V3IX90KJ,CUST-035129,NA,Canada-East,14-11-2024,10-12-2024,Billing,Resolved,Yes,4
TKT-QCY7XJ46,CUST-016606,NA,USA-West,27-07-2023,29-07-2023,Billing,Resolved,Yes,4
TKT-46IHLO0Y,CUST-011085,NA,USA-East,24-07-2024,12-08-2024,Network,Plan Adjusted,Yes,3
TKT-T13F1PEE,CUST-038289,LATAM,Mexico,04-12-2022,09-12-2022,Network,Plan Adjusted,Yes,3
TKT-JMUABLFE,CUST-037525,APAC,South Korea,15-01-2022,11-02-2022,Value Added Services,Resolved,Yes,5
TKT-IZAEZ90G,CUST-023026,NA,USA-West,15-09-2023,18-09-2023,Roaming,Resolved,Yes,5
TKT-4927R3F4,CUST-000608,EU,France,30-05-2024,28-06-2024,Billing,Resolved,Yes,4
TKT-5AS7CAW9,CUST-034347,APAC,Australia,11-06-2025,,Billing,Resolved,No,2
TKT-N0FMVEPW,CUST-024111,NA,USA-East,19-03-2024,24-03-2024,Network,No Issue Found,Yes,3
TKT-VD6DDC54,CUST-026783,NA,USA-West,12-02-2024,19-02-2024,Device,Resolved,Yes,4
TKT-I6RCCNPO,CUST-035189,EU,UK,27-10-2022,10-11-2022,Billing,Resolved,Yes,2
TKT-1TR86SLR,CUST-032050,EU,UK,23-12-2024,18-01-2025,Network,No Issue Found,Yes,5
TKT-CE8RVO7N,CUST-008394,NA,USA-East,08-04-2025,10-04-2025,Network,Resolved,Yes,4
TKT-1UTO35VJ,CUST-009618,MEA,UAE,27-09-2022,,Roaming,Resolved,No,3
TKT-DJSL58H9,CUST-034267,EU,Germany,17-03-2024,,Device,Resolved,No,4
TKT-A48CLWAO,CUST-023724,LATAM,Mexico,25-02-2024,,Network,Resolved,No,4
TKT-11M8X3LM,CUST-001120,APAC,Japan,07-02-2025,,Billing,Technician Visit,No,4
TKT-EICY90J0,CUST-034801,APAC,Australia,08-09-2024,,Network,Resolved,No,3
TKT-6WO7F97K,CUST-012200,NA,Canada-East,14-03-2023,,Device,Resolved,No,4
TKT-UP0AB5NC,CUST-014012,MEA,Saudi Arabia,28-02-2023,,Network,Technician Visit,No,5
TKT-KVKBIQXP,CUST-020199,LATAM,Brazil,29-10-2024,20-11-2024,Network,Plan Adjusted,Yes,4
TKT-VEJDVKPI,CUST-027886,APAC,Australia,09-02-2025,21-02-2025,International,Refund Issued,Yes,1
TKT-4YL20JJ7,CUST-037965,EU,Spain,29-11-2024,03-12-2024,Billing,Plan Adjusted,Yes,4
TKT-IYIAGCIA,CUST-038923,EU,Germany,02-03-2023,20-03-2023,Network,Plan Adjusted,Yes,5
TKT-7F3POK4O,CUST-000965,APAC,Singapore,24-12-2023,05-01-2024,Device,Refund Issued,Yes,4
TKT-33BL9H37,CUST-025409,EU,Italy,26-05-2022,01-06-2022,Network,Resolved,Yes,5
TKT-7QX9HIDX,CUST-023764,APAC,Singapore,15-02-2022,12-03-2022,Billing,Escalated,Yes,3
TKT-VL74PR0M,CUST-030944,LATAM,Colombia,25-05-2022,,Other,Resolved,No,4
TKT-GC2NEP05,CUST-038140,NA,USA-East,03-03-2023,08-03-2023,Network,Resolved,Yes,4
TKT-O7HS3BLJ,CUST-030626,EU,Germany,23-07-2022,29-07-2022,Billing,Resolved,Yes,4
TKT-GYC7C6KK,CUST-005677,NA,USA-East,27-02-2025,,Other,No Issue Found,No,5
TKT-QD4LJRKE,CUST-024506,APAC,India,25-12-2023,14-01-2024,Plan Change,Resolved,Yes,5
TKT-CYNVOY4N,CUST-023826,LATAM,Brazil,24-07-2022,16-08-2022,Plan Change,Resolved,Yes,4
TKT-RULL6ATE,CUST-017326,LATAM,Brazil,16-06-2024,03-07-2024,Network,Technician Visit,Yes,2
TKT-1XRQEJEL,CUST-016582,NA,Canada-East,08-01-2025,10-01-2025,International,Resolved,Yes,1
TKT-4BRL1O40,CUST-027006,APAC,Singapore,20-02-2025,06-03-2025,Device,Escalated,Yes,5
TKT-FF0NJD0O,CUST-008503,APAC,India,15-07-2024,12-08-2024,Network,Plan Adjusted,Yes,3
TKT-A027NXS2,CUST-031407,APAC,South Korea,26-10-2024,16-11-2024,Billing,Technician Visit,Yes,5
TKT-RM1GRIA2,CUST-020715,APAC,Japan,20-01-2025,25-01-2025,Billing,No Issue Found,Yes,5
TKT-WT85VW9H,CUST-004361,APAC,Singapore,14-09-2024,21-09-2024,Network,Resolved,Yes,2
TKT-6VN7HBIU,CUST-002585,NA,Canada-East,06-02-2022,19-02-2022,Other,Resolved,Yes,1
TKT-S1PRLK5M,CUST-038097,NA,USA-West,13-01-2023,11-02-2023,Other,Resolved,Yes,5
TKT-WBHE6VC7,CUST-023892,EU,Germany,26-06-2025,17-07-2025,Plan Change,Refund Issued,Yes,5
TKT-1C59T4WU,CUST-011780,NA,Canada-West,19-01-2023,,Value Added Services,Resolved,No,4
TKT-GJ5NV0WL,CUST-008408,APAC,Japan,17-02-2024,11-03-2024,Network,Technician Visit,Yes,4
TKT-VWUZNQPW,CUST-003049,EU,UK,14-05-2023,14-05-2023,Network,Resolved,Yes,1
TKT-OIXWN3NN,CUST-002397,APAC,Japan,11-01-2022,19-01-2022,International,Technician Visit,Yes,5
TKT-QKOTWW2M,CUST-001103,LATAM,Brazil,11-11-2023,29-11-2023,Network,Resolved,Yes,4
TKT-3Y864HYE,CUST-034669,NA,Canada-East,10-08-2024,08-09-2024,Plan Change,Resolved,Yes,3
TKT-V42HMSI4,CUST-016943,EU,Italy,24-04-2025,17-05-2025,Roaming,Resolved,Yes,2
TKT-0O2JJVCP,CUST-001571,NA,Canada-West,01-05-2022,02-05-2022,Billing,Resolved,Yes,3
TKT-FYI60806,CUST-021180,EU,Italy,21-02-2024,01-03-2024,Network,Resolved,Yes,1
TKT-3WQ58WZG,CUST-001148,NA,Canada-East,10-12-2024,20-12-2024,Billing,Resolved,Yes,5
TKT-BXGCUL0P,CUST-019142,NA,Canada-East,23-08-2023,,Network,Resolved,No,2
TKT-B6608HYW,CUST-009618,MEA,UAE,06-03-2023,24-03-2023,Billing,Resolved,Yes,4
TKT-3HDRYW2J,CUST-013631,APAC,Japan,20-01-2023,16-02-2023,Plan Change,Plan Adjusted,Yes,5
TKT-4XIDTWY9,CUST-003668,APAC,South Korea,18-04-2025,24-04-2025,Device,Resolved,Yes,5
TKT-PXM3DBLN,CUST-006488,EU,Spain,23-09-2024,15-10-2024,Network,Plan Adjusted,Yes,5
TKT-2PUNV7VN,CUST-005414,APAC,Australia,18-06-2022,29-06-2022,International,Escalated,Yes,3
TKT-8DJZZO51,CUST-031720,APAC,Japan,25-01-2024,,Billing,Resolved,No,3
TKT-OLPL4SF6,CUST-038353,EU,Italy,02-12-2022,28-12-2022,Roaming,Escalated,Yes,1
TKT-I6YAPLB9,CUST-033289,APAC,Japan,12-04-2023,,Billing,Technician Visit,No,2
TKT-5F66768J,CUST-011179,NA,USA-East,12-01-2023,29-01-2023,Other,No Issue Found,Yes,1
TKT-A8O2T7V1,CUST-009766,APAC,Japan,07-12-2022,,Billing,Resolved,No,4
TKT-Y2G25NT8,CUST-009362,LATAM,Colombia,07-03-2022,07-03-2022,Network,Resolved,Yes,1
TKT-0RF7D8EQ,CUST-039502,NA,USA-East,10-01-2025,22-01-2025,International,Resolved,Yes,5
TKT-2F746KN4,CUST-010982,NA,USA-East,23-10-2022,31-10-2022,Network,Resolved,Yes,3
TKT-8OOO6NZ2,CUST-009193,MEA,Kenya,17-08-2024,08-09-2024,Billing,Escalated,Yes,4
TKT-V4NEDXDY,CUST-015319,NA,Canada-West,16-10-2022,22-10-2022,Other,Resolved,Yes,3
TKT-ENAPVOH9,CUST-002132,APAC,Japan,20-02-2025,,Device,Technician Visit,No,2
TKT-WG9KH2H4,CUST-006321,NA,USA-West,07-07-2024,21-07-2024,Network,Resolved,Yes,5
TKT-BNBLXPRJ,CUST-025856,EU,Italy,22-04-2022,11-05-2022,Billing,Resolved,Yes,2
TKT-1VNH155D,CUST-035802,APAC,South Korea,10-09-2022,27-09-2022,Plan Change,Plan Adjusted,Yes,4
TKT-P8WTJUS8,CUST-000583,EU,UK,05-06-2022,,Roaming,No Issue Found,No,1
TKT-G7W8MBA5,CUST-027628,NA,USA-East,15-08-2023,13-09-2023,Billing,Resolved,Yes,3
TKT-KUFFTWSR,CUST-039509,APAC,Japan,05-12-2024,21-12-2024,Billing,Resolved,Yes,4
TKT-THPJERX4,CUST-031293,MEA,Kenya,11-07-2022,06-08-2022,International,Escalated,Yes,5
TKT-7CQB6GRO,CUST-011466,APAC,Australia,21-09-2022,26-09-2022,Network,Resolved,Yes,3
TKT-L0Z08KWQ,CUST-015135,LATAM,Brazil,08-03-2025,30-03-2025,International,Plan Adjusted,Yes,1
TKT-JRWFRPYH,CUST-034440,NA,USA-West,11-05-2024,19-05-2024,Billing,Resolved,Yes,3
TKT-LXT99LD6,CUST-015718,NA,USA-East,10-04-2024,15-04-2024,Billing,No Issue Found,Yes,3
TKT-8AV4GDVU,CUST-005841,EU,Spain,13-04-2024,22-04-2024,International,Resolved,Yes,3
TKT-465IIN4Z,CUST-021323,EU,UK,28-11-2024,17-12-2024,Billing,Resolved,Yes,2
TKT-EE9EANOM,CUST-027529,EU,France,16-08-2022,13-09-2022,Value Added Services,Technician Visit,Yes,5
TKT-DTVYGTH4,CUST-019576,APAC,Japan,22-10-2023,18-11-2023,Network,Escalated,Yes,3
TKT-6Z7F2E7J,CUST-005766,NA,Canada-West,19-11-2022,,Device,Resolved,No,3
TKT-JFVQNBP5,CUST-007910,EU,France,09-01-2025,05-02-2025,Billing,Resolved,Yes,2
TKT-51MZKNT2,CUST-004621,LATAM,Chile,18-10-2022,,Network,No Issue Found,No,5
TKT-A3G3P96D,CUST-027991,EU,Spain,20-06-2022,10-07-2022,Network,Resolved,Yes,5
TKT-B6KW4ZZY,CUST-004522,NA,USA-East,25-03-2023,20-04-2023,Network,Resolved,Yes,3
TKT-8RSF579U,CUST-014681,NA,USA-East,16-02-2022,,Network,Resolved,No,4
TKT-PITC8FFY,CUST-030014,NA,Canada-West,06-11-2023,18-11-2023,Other,Escalated,Yes,1
TKT-FCD1V159,CUST-023744,APAC,Japan,25-08-2024,27-08-2024,Value Added Services,Resolved,Yes,5
TKT-64MQEVKJ,CUST-032772,NA,Canada-West,21-01-2024,21-01-2024,Network,Resolved,Yes,4
TKT-H87DTJOO,CUST-000554,NA,Canada-East,17-08-2022,09-09-2022,Network,Resolved,Yes,3
TKT-KUELJWD6,CUST-020677,EU,Spain,11-06-2022,10-07-2022,Network,No Issue Found,Yes,2
TKT-SU6NXOC4,CUST-022761,NA,Canada-West,13-02-2025,12-03-2025,Network,Plan Adjusted,Yes,5
TKT-NS167CT7,CUST-031050,NA,USA-West,07-07-2023,,Billing,Plan Adjusted,No,3
TKT-OGOAC4UJ,CUST-025093,EU,Germany,19-07-2025,19-07-2025,Value Added Services,Resolved,Yes,3
TKT-D12UCN6A,CUST-022837,APAC,Japan,20-02-2023,06-03-2023,Network,Escalated,Yes,5
TKT-MJ29WYL8,CUST-002603,NA,USA-East,25-06-2025,01-07-2025,Device,Resolved,Yes,5
TKT-2JSIOPT5,CUST-020672,EU,UK,21-10-2022,09-11-2022,Network,Technician Visit,Yes,4
TKT-J7CRX0CZ,CUST-004456,APAC,South Korea,29-04-2022,25-05-2022,Network,No Issue Found,Yes,5
TKT-M47QS68O,CUST-020988,NA,Canada-East,15-08-2024,01-09-2024,Device,Resolved,Yes,2
TKT-TH4Y6HO2,CUST-010520,NA,Canada-East,24-11-2024,29-11-2024,Plan Change,Resolved,Yes,4
TKT-ZKVKAQ9P,CUST-012332,MEA,Kenya,07-02-2022,12-02-2022,Device,Resolved,Yes,5
TKT-OMLZN93E,CUST-027866,APAC,Japan,09-12-2024,04-01-2025,International,Escalated,Yes,4
TKT-YYG6HUJ0,CUST-013816,APAC,South Korea,05-11-2024,21-11-2024,Billing,Resolved,Yes,2
TKT-PGN6GZ68,CUST-011212,NA,USA-West,29-02-2024,05-03-2024,Device,Resolved,Yes,3
TKT-D1GL0DMS,CUST-004380,EU,France,05-09-2024,14-09-2024,Device,Refund Issued,Yes,4
TKT-HFI5Q2TX,CUST-039858,EU,Italy,01-02-2025,01-03-2025,Device,Resolved,Yes,2
TKT-LFHBIFY3,CUST-035907,APAC,South Korea,29-07-2025,08-08-2025,Roaming,Refund Issued,Yes,4
TKT-JP5N7U2V,CUST-005921,APAC,South Korea,14-11-2024,11-12-2024,Device,Technician Visit,Yes,5
TKT-ELGG8Q81,CUST-033036,NA,USA-East,03-12-2023,20-12-2023,Device,Resolved,Yes,3
TKT-592GWQH0,CUST-004949,LATAM,Mexico,09-11-2024,24-11-2024,Network,Technician Visit,Yes,3
TKT-WW5QETH1,CUST-002652,EU,Germany,11-10-2023,20-10-2023,International,Resolved,Yes,4
TKT-LEMFEMN6,CUST-004316,APAC,Australia,03-03-2024,17-03-2024,Device,Escalated,Yes,5
TKT-TZQPYLP1,CUST-038510,APAC,Singapore,17-03-2024,,Network,No Issue Found,No,4
TKT-AJFYOAE6,CUST-030680,EU,UK,27-04-2023,28-04-2023,Network,Technician Visit,Yes,4
TKT-QB81IJ9D,CUST-026100,APAC,Singapore,09-02-2024,16-02-2024,Roaming,Resolved,Yes,1
TKT-X64FOI2T,CUST-002301,LATAM,Brazil,15-06-2025,15-06-2025,Network,Resolved,Yes,5
TKT-1MMDFXF1,CUST-032046,EU,France,14-03-2024,11-04-2024,Network,Resolved,Yes,3
TKT-9D1GCDZV,CUST-013332,EU,Spain,12-01-2023,08-02-2023,Billing,Resolved,Yes,5
TKT-CDGMT1L5,CUST-028907,MEA,Kenya,24-05-2022,11-06-2022,International,Resolved,Yes,5
TKT-6HMGXJSU,CUST-036471,EU,Germany,08-06-2023,30-06-2023,Network,Refund Issued,Yes,4
TKT-PU8UASBZ,CUST-019546,APAC,Singapore,31-05-2022,31-05-2022,Device,Resolved,Yes,4
TKT-4OL8CTME,CUST-037181,APAC,Singapore,26-05-2022,02-06-2022,Billing,Technician Visit,Yes,5
TKT-WDW40ZGS,CUST-036608,APAC,Australia,16-06-2023,,International,Resolved,No,5
TKT-IUYSTIRJ,CUST-008243,APAC,Singapore,25-10-2023,15-11-2023,Network,Plan Adjusted,Yes,4
TKT-ABV40DAA,CUST-007496,APAC,Japan,01-08-2023,30-08-2023,International,Technician Visit,Yes,3
TKT-QVM9LPHT,CUST-026314,APAC,Japan,10-01-2025,15-01-2025,International,Resolved,Yes,2
TKT-9EZN9MW5,CUST-035907,APAC,South Korea,01-08-2024,14-08-2024,Other,Refund Issued,Yes,4
TKT-YZML6TQB,CUST-035317,NA,USA-East,30-04-2025,,Device,Plan Adjusted,No,3
TKT-1C00BL42,CUST-025592,LATAM,Mexico,17-03-2022,,Network,Resolved,No,5
TKT-VCGFQ1MM,CUST-024529,APAC,Australia,26-09-2022,03-10-2022,Network,Technician Visit,Yes,3
TKT-L8GMM9DJ,CUST-036264,LATAM,Chile,10-02-2025,25-02-2025,Device,Escalated,Yes,2
TKT-W5VF2VAJ,CUST-032701,NA,Canada-East,02-07-2024,14-07-2024,Plan Change,Escalated,Yes,3
TKT-9WR78ITJ,CUST-014696,EU,France,13-03-2023,30-03-2023,Plan Change,Resolved,Yes,2
TKT-Q01S5JA1,CUST-012012,EU,Italy,12-01-2023,,Billing,Plan Adjusted,No,4
TKT-OB54AONJ,CUST-018986,NA,Canada-East,01-10-2024,26-10-2024,Roaming,Resolved,Yes,5
TKT-06PMYU3F,CUST-021618,APAC,Singapore,04-05-2025,08-05-2025,Value Added Services,Resolved,Yes,3
TKT-8YJBJY10,CUST-017478,LATAM,Colombia,26-06-2025,08-07-2025,Device,No Issue Found,Yes,5
TKT-HT62YIMG,CUST-016921,NA,USA-East,27-06-2024,23-07-2024,Value Added Services,Resolved,Yes,4
TKT-XATIWPFO,CUST-027579,NA,USA-East,07-07-2022,04-08-2022,Network,Resolved,Yes,4
TKT-CN64534S,CUST-012780,EU,UK,29-07-2024,02-08-2024,Network,Plan Adjusted,Yes,3
TKT-2U2JGWUC,CUST-007334,EU,Spain,12-02-2024,09-03-2024,Network,Resolved,Yes,2
TKT-64N2829W,CUST-021023,NA,Canada-West,08-08-2024,05-09-2024,Plan Change,Resolved,Yes,1
TKT-1GBBYGQ5,CUST-008072,EU,UK,24-10-2023,20-11-2023,Roaming,Resolved,Yes,4
TKT-V5E0T214,CUST-033852,MEA,Egypt,21-05-2024,07-06-2024,Device,No Issue Found,Yes,4
TKT-K4HO4G9K,CUST-007096,NA,Canada-West,16-07-2023,09-08-2023,Device,Resolved,Yes,5
TKT-G7WSM7NM,CUST-031237,EU,France,05-04-2023,,Device,Resolved,No,5
TKT-2L46OB26,CUST-008756,LATAM,Brazil,12-02-2023,27-02-2023,Network,Escalated,Yes,5
TKT-DNHIGYRA,CUST-016107,EU,Italy,08-05-2022,30-05-2022,Device,Escalated,Yes,4
TKT-EW6RY2CT,CUST-031152,APAC,Australia,28-06-2025,22-07-2025,Network,Plan Adjusted,Yes,2
TKT-R5Q2TCAP,CUST-033824,NA,Canada-West,10-07-2024,,Value Added Services,Resolved,No,5
TKT-JNW9VWTA,CUST-028481,APAC,South Korea,01-04-2022,15-04-2022,Other,Resolved,Yes,5
TKT-7N8KI68C,CUST-030402,NA,Canada-West,19-06-2022,12-07-2022,Value Added Services,Resolved,Yes,2
TKT-533U7SD8,CUST-034903,NA,USA-West,14-11-2024,22-11-2024,Network,Technician Visit,Yes,4
TKT-OILD3WC2,CUST-019680,MEA,Egypt,12-03-2022,19-03-2022,Network,Resolved,Yes,5
TKT-RL9QXW2V,CUST-005172,NA,USA-West,11-06-2022,23-06-2022,Network,Technician Visit,Yes,2
TKT-0D1CPJ5G,CUST-014780,LATAM,Brazil,05-03-2025,15-03-2025,Roaming,Technician Visit,Yes,3
TKT-N0B5E4Y6,CUST-010665,NA,Canada-West,09-09-2022,24-09-2022,Device,Resolved,Yes,1
TKT-M1G1L4DW,CUST-010858,APAC,Japan,15-04-2025,23-04-2025,Network,Technician Visit,Yes,4
TKT-MZ8NWYD7,CUST-009037,APAC,Australia,17-09-2022,15-10-2022,Roaming,Plan Adjusted,Yes,3
TKT-OIDJF0WU,CUST-033549,APAC,South Korea,07-01-2025,,Network,Refund Issued,No,4
